customer_id,anno,stato
4891,2021,Single
4891,2024,Coppia
9976,2021,Single
9976,2024,Coppia
7472,2021,Single
7472,2024,Single
1834,2021,Single
1834,2024,Single
9149,2021,Single
9149,2024,Single
4892,2021,Single
4892,2024,Coppia
2288,2021,Single
2288,2024,Coppia
1331,2021,Single
1331,2024,Single
2772,2021,Single
2772,2024,Famiglia
3687,2021,Single
3687,2024,Famiglia
8284,2021,Single
8284,2024,Single
5929,2021,Single
5929,2024,Famiglia
638,2021,Single
638,2024,Famiglia
48,2021,Single
48,2024,Famiglia
2603,2021,Single
2603,2024,Famiglia
1966,2021,Single
1966,2024,Famiglia
2169,2021,Single
2169,2024,Coppia
5050,2021,Single
5050,2024,Coppia
3335,2021,Single
3335,2024,Single
3020,2021,Single
3020,2024,Single
8765,2021,Single
8765,2024,Coppia
9177,2021,Single
9177,2024,Single
1361,2021,Single
1361,2024,Single
5799,2021,Single
5799,2024,Single
9401,2021,Single
9401,2024,Coppia
3252,2021,Single
3252,2024,Coppia
6301,2021,Single
6301,2024,Famiglia
2252,2021,Single
2252,2024,Coppia
6028,2021,Single
6028,2024,Single
1176,2021,Single
1176,2024,Coppia
8800,2021,Single
8800,2024,Famiglia
3280,2021,Single
3280,2024,Famiglia
2974,2021,Single
2974,2024,Single
3397,2021,Single
3397,2024,Coppia
6940,2021,Single
6940,2024,Famiglia
966,2021,Single
966,2024,Coppia
8575,2021,Single
8575,2024,Coppia
743,2021,Single
743,2024,Single
7515,2021,Single
7515,2024,Single
3315,2021,Single
3315,2024,Famiglia
4899,2021,Single
4899,2024,Famiglia
9341,2021,Single
9341,2024,Coppia
4673,2021,Single
4673,2024,Coppia
8619,2021,Single
8619,2024,Coppia
1218,2021,Single
1218,2024,Famiglia
4398,2021,Single
4398,2024,Coppia
6081,2021,Single
6081,2024,Famiglia
2615,2021,Single
2615,2024,Single
2621,2021,Single
2621,2024,Coppia
8715,2021,Single
8715,2024,Single
7283,2021,Single
7283,2024,Coppia
3380,2021,Single
3380,2024,Single
7302,2021,Single
7302,2024,Single
9858,2021,Single
9858,2024,Coppia
5606,2021,Single
5606,2024,Single
9814,2021,Single
9814,2024,Coppia
5787,2021,Single
5787,2024,Coppia
8519,2021,Single
8519,2024,Single
6851,2021,Single
6851,2024,Coppia
1517,2021,Single
1517,2024,Coppia
5099,2021,Single
5099,2024,Coppia
7637,2021,Single
7637,2024,Coppia
9086,2021,Single
9086,2024,Single
8024,2021,Single
8024,2024,Single
2393,2021,Single
2393,2024,Coppia
587,2021,Single
587,2024,Single
3520,2021,Single
3520,2024,Famiglia
7654,2021,Single
7654,2024,Famiglia
8947,2021,Single
8947,2024,Coppia
851,2021,Single
851,2024,Famiglia
336,2021,Single
336,2024,Coppia
6635,2021,Single
6635,2024,Coppia
8973,2021,Single
8973,2024,Coppia
7494,2021,Single
7494,2024,Single
2869,2021,Single
2869,2024,Coppia
4873,2021,Single
4873,2024,Single
3551,2021,Single
3551,2024,Famiglia
3843,2021,Single
3843,2024,Famiglia
7263,2021,Single
7263,2024,Single
5825,2021,Single
5825,2024,Single
24,2021,Single
24,2024,Coppia
1454,2021,Single
1454,2024,Coppia
1685,2021,Single
1685,2024,Single
2311,2021,Single
2311,2024,Single
9064,2021,Single
9064,2024,Single
9407,2021,Single
9407,2024,Single
382,2021,Single
382,2024,Coppia
5815,2021,Single
5815,2024,Coppia
5551,2021,Single
5551,2024,Single
9309,2021,Single
9309,2024,Single
1619,2021,Single
1619,2024,Single
790,2021,Single
790,2024,Famiglia
5984,2021,Single
5984,2024,Single
8673,2021,Single
8673,2024,Famiglia
4476,2021,Single
4476,2024,Single
5607,2021,Single
5607,2024,Famiglia
9313,2021,Single
9313,2024,Coppia
5649,2021,Single
5649,2024,Single
6217,2021,Single
6217,2024,Coppia
2287,2021,Single
2287,2024,Famiglia
9994,2021,Single
9994,2024,Single
7579,2021,Single
7579,2024,Single
1184,2021,Single
1184,2024,Single
6002,2021,Single
6002,2024,Coppia
5091,2021,Single
5091,2024,Famiglia
2517,2021,Single
2517,2024,Coppia
4123,2021,Single
4123,2024,Single
5522,2021,Single
5522,2024,Coppia
5628,2021,Single
5628,2024,Coppia
8361,2021,Single
8361,2024,Single
5873,2021,Single
5873,2024,Famiglia
8613,2021,Single
8613,2024,Single
7728,2021,Single
7728,2024,Single
5969,2021,Single
5969,2024,Single
1181,2021,Single
1181,2024,Single
8763,2021,Single
8763,2024,Single
8236,2021,Single
8236,2024,Coppia
2819,2021,Single
2819,2024,Famiglia
9965,2021,Single
9965,2024,Coppia
8704,2021,Single
8704,2024,Single
6609,2021,Single
6609,2024,Single
2821,2021,Single
2821,2024,Single
7536,2021,Single
7536,2024,Single
2261,2021,Single
2261,2024,Coppia
2240,2021,Single
2240,2024,Single
6022,2021,Single
6022,2024,Coppia
783,2021,Single
783,2024,Single
933,2021,Single
933,2024,Famiglia
6203,2021,Single
6203,2024,Coppia
2413,2021,Single
2413,2024,Single
6998,2021,Single
6998,2024,Single
9116,2021,Single
9116,2024,Famiglia
1157,2021,Single
1157,2024,Single
8108,2021,Single
8108,2024,Coppia
5806,2021,Single
5806,2024,Famiglia
4880,2021,Single
4880,2024,Coppia
3310,2021,Single
3310,2024,Single
8962,2021,Single
8962,2024,Single
1703,2021,Single
1703,2024,Famiglia
2493,2021,Single
2493,2024,Coppia
3707,2021,Single
3707,2024,Coppia
8277,2021,Single
8277,2024,Coppia
287,2021,Single
287,2024,Single
1609,2021,Single
1609,2024,Coppia
6632,2021,Single
6632,2024,Single
8279,2021,Single
8279,2024,Coppia
7316,2021,Single
7316,2024,Famiglia
2253,2021,Single
2253,2024,Single
7416,2021,Single
7416,2024,Single
8366,2021,Single
8366,2024,Coppia
1892,2021,Single
1892,2024,Single
5063,2021,Single
5063,2024,Famiglia
6121,2021,Single
6121,2024,Famiglia
564,2021,Single
564,2024,Famiglia
292,2021,Single
292,2024,Famiglia
4717,2021,Single
4717,2024,Single
7709,2021,Single
7709,2024,Single
6350,2021,Single
6350,2024,Single
170,2021,Single
170,2024,Single
268,2021,Single
268,2024,Single
4639,2021,Single
4639,2024,Coppia
7078,2021,Single
7078,2024,Single
3356,2021,Single
3356,2024,Single
8280,2021,Single
8280,2024,Coppia
316,2021,Single
316,2024,Single
6729,2021,Single
6729,2024,Single
9496,2021,Single
9496,2024,Single
4068,2021,Single
4068,2024,Single
246,2021,Single
246,2024,Single
253,2021,Single
253,2024,Single
1112,2021,Single
1112,2024,Single
4802,2021,Single
4802,2024,Coppia
1714,2021,Single
1714,2024,Famiglia
51,2021,Single
51,2024,Single
1836,2021,Single
1836,2024,Famiglia
7897,2021,Single
7897,2024,Famiglia
3384,2021,Single
3384,2024,Coppia
6411,2021,Single
6411,2024,Single
4314,2021,Single
4314,2024,Single
873,2021,Single
873,2024,Single
1255,2021,Single
1255,2024,Single
8882,2021,Single
8882,2024,Famiglia
5852,2021,Single
5852,2024,Single
5703,2021,Single
5703,2024,Famiglia
8104,2021,Single
8104,2024,Coppia
2099,2021,Single
2099,2024,Coppia
5129,2021,Single
5129,2024,Single
249,2021,Single
249,2024,Single
6562,2021,Single
6562,2024,Coppia
1340,2021,Single
1340,2024,Coppia
7018,2021,Single
7018,2024,Single
2111,2021,Single
2111,2024,Single
1570,2021,Single
1570,2024,Coppia
1727,2021,Single
1727,2024,Single
8385,2021,Single
8385,2024,Single
6941,2021,Single
6941,2024,Single
4396,2021,Single
4396,2024,Single
2421,2021,Single
2421,2024,Coppia
3046,2021,Single
3046,2024,Single
5504,2021,Single
5504,2024,Single
3704,2021,Single
3704,2024,Famiglia
8192,2021,Single
8192,2024,Coppia
5332,2021,Single
5332,2024,Famiglia
9809,2021,Single
9809,2024,Single
448,2021,Single
448,2024,Single
7895,2021,Single
7895,2024,Single
8729,2021,Single
8729,2024,Single
7829,2021,Single
7829,2024,Coppia
1769,2021,Single
1769,2024,Single
6809,2021,Single
6809,2024,Coppia
4705,2021,Single
4705,2024,Famiglia
3870,2021,Single
3870,2024,Single
1656,2021,Single
1656,2024,Coppia
3188,2021,Single
3188,2024,Single
684,2021,Single
684,2024,Coppia
4171,2021,Single
4171,2024,Single
4478,2021,Single
4478,2024,Single
462,2021,Single
462,2024,Single
5765,2021,Single
5765,2024,Single
7523,2021,Single
7523,2024,Single
4503,2021,Single
4503,2024,Single
9710,2021,Single
9710,2024,Famiglia
319,2021,Single
319,2024,Single
1146,2021,Single
1146,2024,Famiglia
5095,2021,Single
5095,2024,Famiglia
1394,2021,Single
1394,2024,Coppia
6624,2021,Single
6624,2024,Single
1502,2021,Single
1502,2024,Famiglia
6409,2021,Single
6409,2024,Coppia
377,2021,Single
377,2024,Single
411,2021,Single
411,2024,Coppia
1661,2021,Single
1661,2024,Single
3152,2021,Single
3152,2024,Single
1624,2021,Single
1624,2024,Single
5610,2021,Single
5610,2024,Coppia
8533,2021,Single
8533,2024,Single
5803,2021,Single
5803,2024,Famiglia
5307,2021,Single
5307,2024,Coppia
7087,2021,Single
7087,2024,Coppia
8898,2021,Single
8898,2024,Famiglia
7489,2021,Single
7489,2024,Coppia
9616,2021,Single
9616,2024,Famiglia
9218,2021,Single
9218,2024,Coppia
1673,2021,Single
1673,2024,Famiglia
2359,2021,Single
2359,2024,Single
8468,2021,Single
8468,2024,Coppia
275,2021,Single
275,2024,Famiglia
2474,2021,Single
2474,2024,Single
5490,2021,Single
5490,2024,Coppia
4772,2021,Single
4772,2024,Single
2108,2021,Single
2108,2024,Single
7501,2021,Single
7501,2024,Single
4415,2021,Single
4415,2024,Coppia
8139,2021,Single
8139,2024,Single
8661,2021,Single
8661,2024,Famiglia
8240,2021,Single
8240,2024,Famiglia
2418,2021,Single
2418,2024,Single
8772,2021,Single
8772,2024,Single
2237,2021,Single
2237,2024,Single
3768,2021,Single
3768,2024,Famiglia
9792,2021,Single
9792,2024,Famiglia
9990,2021,Single
9990,2024,Single
9966,2021,Single
9966,2024,Famiglia
7324,2021,Single
7324,2024,Coppia
1384,2021,Single
1384,2024,Single
3102,2021,Single
3102,2024,Famiglia
3922,2021,Single
3922,2024,Single
6686,2021,Single
6686,2024,Famiglia
3195,2021,Single
3195,2024,Coppia
1942,2021,Single
1942,2024,Single
7714,2021,Single
7714,2024,Coppia
4897,2021,Single
4897,2024,Famiglia
4783,2021,Single
4783,2024,Famiglia
1497,2021,Single
1497,2024,Single
1958,2021,Single
1958,2024,Single
9172,2021,Single
9172,2024,Coppia
9746,2021,Single
9746,2024,Coppia
7333,2021,Single
7333,2024,Coppia
7950,2021,Single
7950,2024,Coppia
3018,2021,Single
3018,2024,Famiglia
6747,2021,Single
6747,2024,Single
514,2021,Single
514,2024,Coppia
3935,2021,Single
3935,2024,Single
3026,2021,Single
3026,2024,Coppia
1200,2021,Single
1200,2024,Single
5029,2021,Single
5029,2024,Single
9785,2021,Single
9785,2024,Single
922,2021,Single
922,2024,Single
4650,2021,Single
4650,2024,Single
5333,2021,Single
5333,2024,Famiglia
1077,2021,Single
1077,2024,Single
6769,2021,Single
6769,2024,Single
9411,2021,Single
9411,2024,Single
1672,2021,Single
1672,2024,Single
475,2021,Single
475,2024,Single
9187,2021,Single
9187,2024,Famiglia
8840,2021,Single
8840,2024,Single
5759,2021,Single
5759,2024,Single
6298,2021,Single
6298,2024,Single
2479,2021,Single
2479,2024,Single
5494,2021,Single
5494,2024,Famiglia
3915,2021,Single
3915,2024,Famiglia
2139,2021,Single
2139,2024,Famiglia
5455,2021,Single
5455,2024,Famiglia
5380,2021,Single
5380,2024,Coppia
8986,2021,Single
8986,2024,Single
4024,2021,Single
4024,2024,Single
3486,2021,Single
3486,2024,Famiglia
2456,2021,Single
2456,2024,Coppia
2465,2021,Single
2465,2024,Single
8697,2021,Single
8697,2024,Coppia
1370,2021,Single
1370,2024,Famiglia
6689,2021,Single
6689,2024,Single
7457,2021,Single
7457,2024,Famiglia
9975,2021,Single
9975,2024,Coppia
1902,2021,Single
1902,2024,Coppia
4872,2021,Single
4872,2024,Coppia
4711,2021,Single
4711,2024,Single
7887,2021,Single
7887,2024,Famiglia
1794,2021,Single
1794,2024,Coppia
2875,2021,Single
2875,2024,Coppia
6218,2021,Single
6218,2024,Coppia
5214,2021,Single
5214,2024,Single
2246,2021,Single
2246,2024,Coppia
1742,2021,Single
1742,2024,Single
1021,2021,Single
1021,2024,Single
706,2021,Single
706,2024,Single
4295,2021,Single
4295,2024,Single
5577,2021,Single
5577,2024,Single
7167,2021,Single
7167,2024,Single
8178,2021,Single
8178,2024,Single
909,2021,Single
909,2024,Single
5194,2021,Single
5194,2024,Coppia
3078,2021,Single
3078,2024,Single
9367,2021,Single
9367,2024,Single
595,2021,Single
595,2024,Famiglia
5305,2021,Single
5305,2024,Famiglia
441,2021,Single
441,2024,Coppia
7607,2021,Single
7607,2024,Coppia
4093,2021,Single
4093,2024,Single
6135,2021,Single
6135,2024,Coppia
11,2021,Single
11,2024,Single
3777,2021,Single
3777,2024,Famiglia
9000,2021,Single
9000,2024,Single
3709,2021,Single
3709,2024,Single
3781,2021,Single
3781,2024,Famiglia
94,2021,Single
94,2024,Single
9240,2021,Single
9240,2024,Famiglia
3950,2021,Single
3950,2024,Single
5786,2021,Single
5786,2024,Single
4871,2021,Single
4871,2024,Coppia
4803,2021,Single
4803,2024,Single
4868,2021,Single
4868,2024,Single
293,2021,Single
293,2024,Coppia
7889,2021,Single
7889,2024,Famiglia
7406,2021,Single
7406,2024,Famiglia
5596,2021,Single
5596,2024,Single
2887,2021,Single
2887,2024,Single
6455,2021,Single
6455,2024,Single
2543,2021,Single
2543,2024,Single
1766,2021,Single
1766,2024,Coppia
6801,2021,Single
6801,2024,Coppia
1878,2021,Single
1878,2024,Coppia
1982,2021,Single
1982,2024,Famiglia
9730,2021,Single
9730,2024,Coppia
9609,2021,Single
9609,2024,Single
2686,2021,Single
2686,2024,Single
8931,2021,Single
8931,2024,Single
3459,2021,Single
3459,2024,Famiglia
4542,2021,Single
4542,2024,Coppia
2179,2021,Single
2179,2024,Single
4451,2021,Single
4451,2024,Single
3860,2021,Single
3860,2024,Single
7624,2021,Single
7624,2024,Single
7655,2021,Single
7655,2024,Coppia
4520,2021,Single
4520,2024,Single
2518,2021,Single
2518,2024,Famiglia
4837,2021,Single
4837,2024,Single
2886,2021,Single
2886,2024,Famiglia
7282,2021,Single
7282,2024,Coppia
6256,2021,Single
6256,2024,Coppia
4540,2021,Single
4540,2024,Single
5640,2021,Single
5640,2024,Coppia
9460,2021,Single
9460,2024,Famiglia
3482,2021,Single
3482,2024,Single
1278,2021,Single
1278,2024,Coppia
3147,2021,Single
3147,2024,Coppia
8263,2021,Single
8263,2024,Single
3206,2021,Single
3206,2024,Single
9893,2021,Single
9893,2024,Single
2743,2021,Single
2743,2024,Coppia
6077,2021,Single
6077,2024,Coppia
4048,2021,Single
4048,2024,Coppia
5732,2021,Single
5732,2024,Single
2946,2021,Single
2946,2024,Famiglia
5791,2021,Single
5791,2024,Famiglia
6795,2021,Single
6795,2024,Coppia
6544,2021,Single
6544,2024,Coppia
701,2021,Single
701,2024,Famiglia
3575,2021,Single
3575,2024,Coppia
7700,2021,Single
7700,2024,Single
2516,2021,Single
2516,2024,Single
3001,2021,Single
3001,2024,Single
5821,2021,Single
5821,2024,Single
8582,2021,Single
8582,2024,Single
3685,2021,Single
3685,2024,Single
2996,2021,Single
2996,2024,Famiglia
4253,2021,Single
4253,2024,Single
3412,2021,Single
3412,2024,Famiglia
7963,2021,Single
7963,2024,Single
6310,2021,Single
6310,2024,Coppia
8612,2021,Single
8612,2024,Coppia
5013,2021,Single
5013,2024,Single
7751,2021,Single
7751,2024,Famiglia
5980,2021,Single
5980,2024,Single
4049,2021,Single
4049,2024,Single
4900,2021,Single
4900,2024,Famiglia
1319,2021,Single
1319,2024,Famiglia
9773,2021,Single
9773,2024,Coppia
9138,2021,Single
9138,2024,Single
7143,2021,Single
7143,2024,Single
1898,2021,Single
1898,2024,Single
7466,2021,Single
7466,2024,Single
604,2021,Single
604,2024,Coppia
2847,2021,Single
2847,2024,Famiglia
8208,2021,Single
8208,2024,Single
394,2021,Single
394,2024,Famiglia
4437,2021,Single
4437,2024,Famiglia
9448,2021,Single
9448,2024,Single
7235,2021,Single
7235,2024,Famiglia
5399,2021,Single
5399,2024,Single
96,2021,Single
96,2024,Famiglia
1663,2021,Single
1663,2024,Famiglia
8971,2021,Single
8971,2024,Famiglia
5131,2021,Single
5131,2024,Famiglia
1489,2021,Single
1489,2024,Single
8317,2021,Single
8317,2024,Famiglia
2708,2021,Single
2708,2024,Coppia
1596,2021,Single
1596,2024,Single
9278,2021,Single
9278,2024,Famiglia
2378,2021,Single
2378,2024,Coppia
5141,2021,Single
5141,2024,Single
6148,2021,Single
6148,2024,Famiglia
8242,2021,Single
8242,2024,Single
3949,2021,Single
3949,2024,Single
3934,2021,Single
3934,2024,Single
4798,2021,Single
4798,2024,Coppia
4373,2021,Single
4373,2024,Single
9863,2021,Single
9863,2024,Single
8243,2021,Single
8243,2024,Coppia
3449,2021,Single
3449,2024,Single
2944,2021,Single
2944,2024,Coppia
2466,2021,Single
2466,2024,Single
8583,2021,Single
8583,2024,Coppia
5507,2021,Single
5507,2024,Famiglia
2699,2021,Single
2699,2024,Coppia
2448,2021,Single
2448,2024,Coppia
20,2021,Single
20,2024,Coppia
2749,2021,Single
2749,2024,Famiglia
5400,2021,Single
5400,2024,Famiglia
8079,2021,Single
8079,2024,Coppia
6872,2021,Single
6872,2024,Coppia
4709,2021,Single
4709,2024,Single
9477,2021,Single
9477,2024,Coppia
810,2021,Single
810,2024,Coppia
7478,2021,Single
7478,2024,Famiglia
2274,2021,Single
2274,2024,Famiglia
1924,2021,Single
1924,2024,Coppia
1471,2021,Single
1471,2024,Coppia
7935,2021,Single
7935,2024,Single
7408,2021,Single
7408,2024,Coppia
2407,2021,Single
2407,2024,Famiglia
1143,2021,Single
1143,2024,Single
1748,2021,Single
1748,2024,Famiglia
5710,2021,Single
5710,2024,Famiglia
4976,2021,Single
4976,2024,Famiglia
7301,2021,Single
7301,2024,Coppia
8149,2021,Single
8149,2024,Famiglia
2834,2021,Single
2834,2024,Coppia
3132,2021,Single
3132,2024,Coppia
1311,2021,Single
1311,2024,Coppia
8651,2021,Single
8651,2024,Coppia
6775,2021,Single
6775,2024,Coppia
6757,2021,Single
6757,2024,Coppia
621,2021,Single
621,2024,Coppia
2702,2021,Single
2702,2024,Coppia
2200,2021,Single
2200,2024,Coppia
6197,2021,Single
6197,2024,Single
8825,2021,Single
8825,2024,Single
1047,2021,Single
1047,2024,Coppia
5769,2021,Single
5769,2024,Single
9948,2021,Single
9948,2024,Famiglia
9020,2021,Single
9020,2024,Coppia
744,2021,Single
744,2024,Coppia
223,2021,Single
223,2024,Famiglia
3150,2021,Single
3150,2024,Coppia
626,2021,Single
626,2024,Coppia
9335,2021,Single
9335,2024,Coppia
7567,2021,Single
7567,2024,Famiglia
4583,2021,Single
4583,2024,Single
5712,2021,Single
5712,2024,Single
3285,2021,Single
3285,2024,Famiglia
7586,2021,Single
7586,2024,Single
9647,2021,Single
9647,2024,Single
1531,2021,Single
1531,2024,Coppia
9686,2021,Single
9686,2024,Coppia
354,2021,Single
354,2024,Coppia
2475,2021,Single
2475,2024,Coppia
8014,2021,Single
8014,2024,Single
6476,2021,Single
6476,2024,Coppia
6450,2021,Single
6450,2024,Single
240,2021,Single
240,2024,Coppia
2626,2021,Single
2626,2024,Famiglia
9787,2021,Single
9787,2024,Single
7199,2021,Single
7199,2024,Coppia
7693,2021,Single
7693,2024,Single
2998,2021,Single
2998,2024,Single
6441,2021,Single
6441,2024,Coppia
4563,2021,Single
4563,2024,Single
8615,2021,Single
8615,2024,Coppia
1480,2021,Single
1480,2024,Famiglia
1019,2021,Single
1019,2024,Famiglia
3095,2021,Single
3095,2024,Single
6183,2021,Single
6183,2024,Single
4961,2021,Single
4961,2024,Coppia
8493,2021,Single
8493,2024,Coppia
1104,2021,Single
1104,2024,Coppia
6082,2021,Single
6082,2024,Famiglia
9526,2021,Single
9526,2024,Famiglia
5191,2021,Single
5191,2024,Famiglia
4182,2021,Single
4182,2024,Single
4468,2021,Single
4468,2024,Single
1627,2021,Single
1627,2024,Coppia
6718,2021,Single
6718,2024,Famiglia
3799,2021,Single
3799,2024,Single
3054,2021,Single
3054,2024,Famiglia
2868,2021,Single
2868,2024,Famiglia
1433,2021,Single
1433,2024,Famiglia
7984,2021,Single
7984,2024,Coppia
9347,2021,Single
9347,2024,Coppia
9420,2021,Single
9420,2024,Single
4077,2021,Single
4077,2024,Famiglia
218,2021,Single
218,2024,Single
3556,2021,Single
3556,2024,Famiglia
7937,2021,Single
7937,2024,Single
8422,2021,Single
8422,2024,Famiglia
1035,2021,Single
1035,2024,Coppia
3774,2021,Single
3774,2024,Single
4133,2021,Single
4133,2024,Single
2336,2021,Single
2336,2024,Single
6493,2021,Single
6493,2024,Coppia
1483,2021,Single
1483,2024,Single
907,2021,Single
907,2024,Coppia
6089,2021,Single
6089,2024,Coppia
6467,2021,Single
6467,2024,Famiglia
5677,2021,Single
5677,2024,Famiglia
2771,2021,Single
2771,2024,Single
1806,2021,Single
1806,2024,Single
7375,2021,Single
7375,2024,Famiglia
2115,2021,Single
2115,2024,Single
4535,2021,Single
4535,2024,Famiglia
2532,2021,Single
2532,2024,Single
8526,2021,Single
8526,2024,Famiglia
3471,2021,Single
3471,2024,Single
1403,2021,Single
1403,2024,Single
853,2021,Single
853,2024,Coppia
3083,2021,Single
3083,2024,Single
8025,2021,Single
8025,2024,Famiglia
7566,2021,Single
7566,2024,Single
5530,2021,Single
5530,2024,Single
7855,2021,Single
7855,2024,Coppia
4933,2021,Single
4933,2024,Famiglia
5160,2021,Single
5160,2024,Single
9716,2021,Single
9716,2024,Single
3847,2021,Single
3847,2024,Famiglia
6484,2021,Single
6484,2024,Single
748,2021,Single
748,2024,Coppia
3035,2021,Single
3035,2024,Famiglia
348,2021,Single
348,2024,Single
3352,2021,Single
3352,2024,Coppia
2865,2021,Single
2865,2024,Famiglia
2168,2021,Single
2168,2024,Coppia
6955,2021,Single
6955,2024,Single
6210,2021,Single
6210,2024,Single
2778,2021,Single
2778,2024,Famiglia
1442,2021,Single
1442,2024,Single
5658,2021,Single
5658,2024,Single
9658,2021,Single
9658,2024,Single
3028,2021,Single
3028,2024,Single
6118,2021,Single
6118,2024,Famiglia
2484,2021,Single
2484,2024,Single
2883,2021,Single
2883,2024,Single
5562,2021,Single
5562,2024,Famiglia
764,2021,Single
764,2024,Single
6482,2021,Single
6482,2024,Coppia
1617,2021,Single
1617,2024,Single
1223,2021,Single
1223,2024,Coppia
8665,2021,Single
8665,2024,Famiglia
6222,2021,Single
6222,2024,Single
1577,2021,Single
1577,2024,Single
9392,2021,Single
9392,2024,Single
6351,2021,Single
6351,2024,Famiglia
3783,2021,Single
3783,2024,Coppia
4375,2021,Single
4375,2024,Coppia
709,2021,Single
709,2024,Single
510,2021,Single
510,2024,Coppia
2955,2021,Single
2955,2024,Famiglia
7538,2021,Single
7538,2024,Single
6339,2021,Single
6339,2024,Single
8923,2021,Single
8923,2024,Famiglia
7064,2021,Single
7064,2024,Single
7163,2021,Single
7163,2024,Single
7372,2021,Single
7372,2024,Famiglia
6829,2021,Single
6829,2024,Single
3616,2021,Single
3616,2024,Single
4657,2021,Single
4657,2024,Single
6976,2021,Single
6976,2024,Single
4351,2021,Single
4351,2024,Single
712,2021,Single
712,2024,Famiglia
6479,2021,Single
6479,2024,Coppia
9130,2021,Single
9130,2024,Single
8205,2021,Single
8205,2024,Famiglia
9204,2021,Single
9204,2024,Famiglia
713,2021,Single
713,2024,Coppia
9113,2021,Single
9113,2024,Single
1246,2021,Single
1246,2024,Famiglia
9786,2021,Single
9786,2024,Famiglia
6849,2021,Single
6849,2024,Famiglia
5134,2021,Single
5134,2024,Single
716,2021,Single
716,2024,Single
3464,2021,Single
3464,2024,Coppia
4395,2021,Single
4395,2024,Coppia
4569,2021,Single
4569,2024,Single
8804,2021,Single
8804,2024,Coppia
8490,2021,Single
8490,2024,Coppia
7702,2021,Single
7702,2024,Single
213,2021,Single
213,2024,Famiglia
9768,2021,Single
9768,2024,Single
6839,2021,Single
6839,2024,Single
1011,2021,Single
1011,2024,Coppia
324,2021,Single
324,2024,Single
5397,2021,Single
5397,2024,Single
5991,2021,Single
5991,2024,Single
3173,2021,Single
3173,2024,Coppia
335,2021,Single
335,2024,Coppia
8306,2021,Single
8306,2024,Single
2211,2021,Single
2211,2024,Single
4272,2021,Single
4272,2024,Famiglia
6741,2021,Single
6741,2024,Famiglia
234,2021,Single
234,2024,Single
5951,2021,Single
5951,2024,Coppia
5738,2021,Single
5738,2024,Coppia
7922,2021,Single
7922,2024,Single
2349,2021,Single
2349,2024,Coppia
2037,2021,Single
2037,2024,Single
7485,2021,Single
7485,2024,Coppia
6007,2021,Single
6007,2024,Single
4554,2021,Single
4554,2024,Coppia
8073,2021,Single
8073,2024,Coppia
1459,2021,Single
1459,2024,Coppia
3289,2021,Single
3289,2024,Single
3065,2021,Single
3065,2024,Single
9437,2021,Single
9437,2024,Famiglia
775,2021,Single
775,2024,Single
6833,2021,Single
6833,2024,Famiglia
872,2021,Single
872,2024,Famiglia
8750,2021,Single
8750,2024,Single
1264,2021,Single
1264,2024,Single
4834,2021,Single
4834,2024,Famiglia
3895,2021,Single
3895,2024,Famiglia
6324,2021,Single
6324,2024,Coppia
9213,2021,Single
9213,2024,Single
7020,2021,Single
7020,2024,Single
1221,2021,Single
1221,2024,Single
1447,2021,Single
1447,2024,Coppia
3185,2021,Single
3185,2024,Famiglia
409,2021,Single
409,2024,Famiglia
4345,2021,Single
4345,2024,Famiglia
3022,2021,Single
3022,2024,Famiglia
2304,2021,Single
2304,2024,Single
6272,2021,Single
6272,2024,Coppia
8281,2021,Single
8281,2024,Single
6642,2021,Single
6642,2024,Single
6956,2021,Single
6956,2024,Famiglia
2110,2021,Single
2110,2024,Famiglia
5352,2021,Single
5352,2024,Coppia
9684,2021,Single
9684,2024,Coppia
8344,2021,Single
8344,2024,Coppia
4550,2021,Single
4550,2024,Coppia
1881,2021,Single
1881,2024,Coppia
5946,2021,Single
5946,2024,Famiglia
1738,2021,Single
1738,2024,Coppia
7794,2021,Single
7794,2024,Single
5213,2021,Single
5213,2024,Single
3209,2021,Single
3209,2024,Coppia
7083,2021,Single
7083,2024,Famiglia
2056,2021,Single
2056,2024,Single
1689,2021,Single
1689,2024,Famiglia
4780,2021,Single
4780,2024,Coppia
7476,2021,Single
7476,2024,Single
7877,2021,Single
7877,2024,Single
6750,2021,Single
6750,2024,Coppia
8556,2021,Single
8556,2024,Famiglia
8123,2021,Single
8123,2024,Famiglia
6991,2021,Single
6991,2024,Coppia
8267,2021,Single
8267,2024,Famiglia
8540,2021,Single
8540,2024,Coppia
3393,2021,Single
3393,2024,Coppia
6326,2021,Single
6326,2024,Famiglia
3529,2021,Single
3529,2024,Single
4605,2021,Single
4605,2024,Single
7024,2021,Single
7024,2024,Famiglia
6322,2021,Single
6322,2024,Famiglia
746,2021,Single
746,2024,Single
711,2021,Single
711,2024,Famiglia
380,2021,Single
380,2024,Famiglia
8783,2021,Single
8783,2024,Single
3012,2021,Single
3012,2024,Single
8859,2021,Single
8859,2024,Single
7153,2021,Single
7153,2024,Single
8567,2021,Single
8567,2024,Single
3498,2021,Single
3498,2024,Single
3890,2021,Single
3890,2024,Famiglia
4485,2021,Single
4485,2024,Single
4012,2021,Single
4012,2024,Famiglia
2620,2021,Single
2620,2024,Single
6671,2021,Single
6671,2024,Coppia
6513,2021,Single
6513,2024,Single
3468,2021,Single
3468,2024,Famiglia
1314,2021,Single
1314,2024,Famiglia
