anno_mese,customer_id,cod_operazione,numero_operazioni
2026-01,2881,PAP,1
2026-02,2881,BON,2
2026-02,2881,PCD,5
2026-02,2881,PAP,1
2026-02,2881,VER,2
2026-03,2881,PRE,3
2026-03,2881,BON,2
2026-03,2881,PCD,5
2026-03,2881,PAP,2
2026-03,2881,VER,1
2026-04,2881,PRE,2
2026-04,2881,PCD,10
2026-04,2881,PAP,1
2026-01,2882,PRE,2
2026-01,2882,BON,2
2026-01,2882,PCD,4
2026-02,2882,PRE,2
2026-02,2882,PCD,5
2026-02,2882,PAP,1
2026-02,2882,VER,2
2026-03,2882,PCD,6
2026-03,2882,PAP,1
2026-03,2882,VER,2
2026-04,2882,PRE,1
2026-04,2882,BON,2
2026-04,2882,PCD,10
2026-04,2882,PAP,1
2026-01,2883,PRE,1
2026-01,2883,BON,1
2026-01,2883,PAP,1
2026-02,2883,PRE,1
2026-02,2883,BON,2
2026-02,2883,PCD,5
2026-02,2883,PAP,1
2026-03,2883,PRE,2
2026-03,2883,BON,1
2026-03,2883,PAP,1
2026-04,2883,PRE,2
2026-04,2883,BON,1
2026-04,2883,PCD,8
2026-04,2883,PAP,1
2026-01,2884,PRE,2
2026-01,2884,BON,2
2026-01,2884,PCD,3
2026-01,2884,VER,2
2026-02,2884,PRE,3
2026-02,2884,PCD,7
2026-02,2884,VER,2
2026-03,2884,PRE,3
2026-03,2884,BON,2
2026-03,2884,PCD,3
2026-03,2884,VER,2
2026-04,2884,PRE,4
2026-04,2884,BON,2
2026-04,2884,PCD,3
2026-04,2884,PAP,1
2026-04,2884,VER,1
2026-01,2885,BON,1
2026-01,2885,PCD,7
2026-01,2885,PAP,1
2026-02,2885,PRE,3
2026-02,2885,BON,1
2026-02,2885,PCD,10
2026-02,2885,PAP,1
2026-02,2885,VER,2
2026-03,2885,PRE,3
2026-03,2885,BON,1
2026-03,2885,PCD,10
2026-03,2885,PAP,2
2026-03,2885,VER,1
2026-04,2885,PRE,1
2026-04,2885,BON,2
2026-04,2885,PCD,9
2026-04,2885,PAP,2
2026-01,2886,PRE,1
2026-01,2886,BON,2
2026-01,2886,PCC,4
2026-01,2886,PCD,10
2026-01,2886,VER,2
2026-02,2886,PRE,1
2026-02,2886,BON,1
2026-02,2886,PCC,2
2026-02,2886,PCD,7
2026-02,2886,PAP,2
2026-02,2886,VER,1
2026-03,2886,PRE,1
2026-03,2886,BON,2
2026-03,2886,PCC,6
2026-03,2886,PCD,8
2026-03,2886,PAP,1
2026-04,2886,PRE,2
2026-04,2886,PCC,7
2026-04,2886,PCD,9
2026-04,2886,PAP,1
2026-04,2886,VER,2
2026-01,2887,PRE,2
2026-01,2887,BON,1
2026-01,2887,PCC,6
2026-01,2887,PCD,6
2026-01,2887,VER,1
2026-02,2887,PRE,3
2026-02,2887,BON,2
2026-02,2887,PCC,6
2026-02,2887,PCD,9
2026-03,2887,PRE,1
2026-03,2887,BON,1
2026-03,2887,PCC,6
2026-03,2887,PCD,6
2026-03,2887,PAP,1
2026-03,2887,VER,1
2026-04,2887,PRE,1
2026-04,2887,PCC,3
2026-04,2887,PCD,8
2026-01,2888,PRE,4
2026-01,2888,BON,1
2026-01,2888,PCD,5
2026-01,2888,VER,1
2026-02,2888,PRE,3
2026-02,2888,BON,1
2026-02,2888,PAP,1
2026-03,2888,PRE,3
2026-03,2888,BON,2
2026-03,2888,PCD,3
2026-03,2888,VER,2
2026-04,2888,PRE,4
2026-04,2888,BON,2
2026-04,2888,PCD,2
2026-04,2888,VER,2
2026-01,2889,PRE,3
2026-01,2889,PCC,5
2026-01,2889,PCD,7
2026-01,2889,PAP,2
2026-01,2889,VER,2
2026-02,2889,PRE,3
2026-02,2889,BON,1
2026-02,2889,PCC,9
2026-02,2889,PCD,6
2026-02,2889,PAP,1
2026-02,2889,VER,1
2026-03,2889,PRE,3
2026-03,2889,BON,2
2026-03,2889,PCC,5
2026-03,2889,PCD,7
2026-03,2889,PAP,1
2026-04,2889,BON,2
2026-04,2889,PCC,3
2026-04,2889,PCD,5
2026-01,2890,PRE,2
2026-01,2890,PCD,5
2026-01,2890,VER,1
2026-02,2890,PRE,4
2026-02,2890,BON,1
2026-02,2890,PCD,7
2026-02,2890,PAP,1
2026-02,2890,VER,2
2026-03,2890,PRE,4
2026-03,2890,BON,1
2026-03,2890,PCD,2
2026-03,2890,PAP,1
2026-03,2890,VER,1
2026-04,2890,PRE,3
2026-04,2890,BON,2
2026-04,2890,PCD,2
2026-04,2890,VER,2
2026-01,2891,PRE,1
2026-01,2891,BON,2
2026-01,2891,PCD,9
2026-01,2891,PAP,1
2026-02,2891,PRE,1
2026-02,2891,PCD,8
2026-02,2891,PAP,1
2026-03,2891,PRE,3
2026-03,2891,PCD,10
2026-03,2891,PAP,1
2026-04,2891,PRE,3
2026-04,2891,PCD,9
2026-04,2891,PAP,1
2026-04,2891,VER,1
2026-01,2892,PRE,3
2026-01,2892,BON,1
2026-01,2892,PCD,7
2026-01,2892,PAP,1
2026-01,2892,VER,1
2026-02,2892,PRE,4
2026-02,2892,BON,2
2026-02,2892,PCD,7
2026-02,2892,VER,2
2026-03,2892,PRE,2
2026-03,2892,BON,1
2026-03,2892,PCD,6
2026-03,2892,VER,2
2026-04,2892,PRE,3
2026-04,2892,BON,1
2026-04,2892,PCD,7
2026-04,2892,PAP,2
2026-04,2892,VER,1
2026-01,2893,PRE,3
2026-01,2893,BON,1
2026-01,2893,PCC,2
2026-01,2893,PCD,7
2026-01,2893,PAP,1
2026-01,2893,VER,1
2026-02,2893,PRE,2
2026-02,2893,PCC,5
2026-02,2893,PCD,5
2026-02,2893,VER,1
2026-03,2893,PRE,3
2026-03,2893,BON,1
2026-03,2893,PCC,4
2026-03,2893,PCD,6
2026-03,2893,PAP,1
2026-03,2893,VER,2
2026-04,2893,PRE,4
2026-04,2893,BON,2
2026-04,2893,PCC,6
2026-04,2893,PCD,3
2026-04,2893,VER,2
2026-01,2894,PRE,2
2026-01,2894,PCC,8
2026-01,2894,PCD,4
2026-01,2894,PAP,2
2026-01,2894,VER,1
2026-02,2894,PRE,3
2026-02,2894,BON,1
2026-02,2894,PCC,6
2026-02,2894,PCD,5
2026-02,2894,PAP,1
2026-02,2894,VER,2
2026-03,2894,PRE,2
2026-03,2894,BON,1
2026-03,2894,PCC,7
2026-03,2894,PCD,8
2026-03,2894,VER,2
2026-04,2894,PRE,2
2026-04,2894,PCC,4
2026-04,2894,PCD,9
2026-04,2894,PAP,2
2026-01,2895,PRE,1
2026-01,2895,BON,1
2026-01,2895,PCD,3
2026-01,2895,PAP,1
2026-01,2895,VER,2
2026-02,2895,PCD,2
2026-02,2895,PAP,1
2026-02,2895,VER,1
2026-03,2895,PRE,2
2026-03,2895,BON,2
2026-03,2895,PCD,10
2026-03,2895,PAP,1
2026-03,2895,VER,1
2026-04,2895,PCD,6
2026-04,2895,PAP,1
2026-04,2895,VER,1
2026-01,2896,BON,2
2026-01,2896,PCC,7
2026-01,2896,PCD,2
2026-01,2896,VER,1
2026-02,2896,PRE,1
2026-02,2896,BON,1
2026-02,2896,PCC,7
2026-02,2896,PCD,7
2026-02,2896,PAP,1
2026-02,2896,VER,2
2026-03,2896,PRE,2
2026-03,2896,BON,2
2026-03,2896,PCC,4
2026-03,2896,PCD,4
2026-03,2896,PAP,1
2026-04,2896,PRE,1
2026-04,2896,BON,2
2026-04,2896,PCC,8
2026-04,2896,PCD,6
2026-04,2896,PAP,1
2026-01,2897,PCD,4
2026-01,2897,PAP,1
2026-02,2897,PRE,1
2026-02,2897,PCD,6
2026-02,2897,PAP,2
2026-03,2897,PRE,2
2026-03,2897,PCD,10
2026-03,2897,PAP,2
2026-03,2897,VER,2
2026-04,2897,PRE,2
2026-04,2897,PCD,1
2026-04,2897,PAP,2
2026-01,2898,PRE,3
2026-01,2898,BON,1
2026-01,2898,PCD,5
2026-01,2898,PAP,1
2026-02,2898,PRE,2
2026-02,2898,BON,1
2026-02,2898,PCD,4
2026-02,2898,VER,2
2026-03,2898,PRE,4
2026-03,2898,BON,1
2026-03,2898,PCD,5
2026-04,2898,PRE,2
2026-04,2898,BON,1
2026-04,2898,PCD,3
2026-04,2898,PAP,1
2026-01,2899,PRE,1
2026-01,2899,BON,2
2026-01,2899,PCC,10
2026-01,2899,PCD,5
2026-01,2899,PAP,2
2026-02,2899,PCC,7
2026-02,2899,PCD,6
2026-02,2899,PAP,1
2026-03,2899,BON,1
2026-03,2899,PCC,8
2026-03,2899,PCD,8
2026-03,2899,PAP,2
2026-04,2899,BON,1
2026-04,2899,PCC,5
2026-04,2899,PAP,1
2026-04,2899,VER,2
2026-01,2900,BON,2
2026-01,2900,PCD,5
2026-01,2900,PAP,1
2026-02,2900,PCD,5
2026-02,2900,PAP,1
2026-03,2900,BON,2
2026-03,2900,PCD,4
2026-03,2900,PAP,2
2026-03,2900,VER,2
2026-04,2900,BON,1
2026-04,2900,PCD,2
2026-04,2900,PAP,2
2026-04,2900,VER,2
2026-01,2901,PRE,3
2026-01,2901,PCD,2
2026-01,2901,PAP,1
2026-01,2901,VER,1
2026-02,2901,PRE,1
2026-02,2901,BON,1
2026-02,2901,PCD,2
2026-02,2901,PAP,2
2026-02,2901,VER,1
2026-03,2901,PCD,1
2026-03,2901,PAP,1
2026-03,2901,VER,2
2026-04,2901,BON,1
2026-04,2901,PCD,3
2026-04,2901,PAP,2
2026-04,2901,VER,2
2026-01,2902,PRE,3
2026-01,2902,BON,1
2026-01,2902,PCC,5
2026-01,2902,PCD,4
2026-01,2902,PAP,1
2026-01,2902,VER,2
2026-02,2902,PRE,2
2026-02,2902,PCC,5
2026-02,2902,PCD,3
2026-02,2902,PAP,1
2026-02,2902,VER,2
2026-03,2902,PRE,3
2026-03,2902,PCC,3
2026-03,2902,PCD,6
2026-03,2902,PAP,2
2026-04,2902,PRE,2
2026-04,2902,BON,1
2026-04,2902,PCC,2
2026-04,2902,PCD,4
2026-04,2902,PAP,1
2026-04,2902,VER,1
2026-01,2903,PRE,1
2026-01,2903,BON,2
2026-01,2903,PCD,6
2026-01,2903,PAP,1
2026-02,2903,PCD,3
2026-02,2903,PAP,2
2026-02,2903,VER,1
2026-03,2903,BON,1
2026-03,2903,PCD,3
2026-03,2903,PAP,1
2026-03,2903,VER,2
2026-04,2903,BON,2
2026-04,2903,PCD,10
2026-04,2903,PAP,2
2026-01,2904,BON,2
2026-01,2904,PCD,3
2026-01,2904,PAP,2
2026-01,2904,VER,2
2026-02,2904,PRE,2
2026-02,2904,BON,1
2026-02,2904,PCD,8
2026-02,2904,PAP,2
2026-02,2904,VER,1
2026-03,2904,PRE,1
2026-03,2904,BON,2
2026-03,2904,PCD,8
2026-03,2904,PAP,2
2026-03,2904,VER,1
2026-04,2904,PRE,2
2026-04,2904,BON,2
2026-04,2904,PCD,4
2026-04,2904,PAP,2
2026-04,2904,VER,1
2026-01,2905,BON,2
2026-01,2905,PCC,5
2026-01,2905,PCD,9
2026-01,2905,PAP,1
2026-02,2905,PRE,2
2026-02,2905,BON,2
2026-02,2905,PCC,8
2026-02,2905,PCD,9
2026-02,2905,PAP,2
2026-02,2905,VER,2
2026-03,2905,PRE,1
2026-03,2905,PCC,9
2026-03,2905,PCD,8
2026-03,2905,PAP,1
2026-04,2905,PRE,2
2026-04,2905,BON,1
2026-04,2905,PCC,3
2026-04,2905,PCD,10
2026-04,2905,PAP,1
2026-04,2905,VER,1
2026-01,2906,PRE,3
2026-01,2906,BON,2
2026-01,2906,PCD,10
2026-01,2906,PAP,1
2026-01,2906,VER,2
2026-02,2906,PRE,1
2026-02,2906,BON,2
2026-02,2906,PCD,6
2026-02,2906,PAP,1
2026-02,2906,VER,1
2026-03,2906,PRE,2
2026-03,2906,PCD,10
2026-03,2906,PAP,1
2026-03,2906,VER,1
2026-04,2906,PRE,1
2026-04,2906,BON,2
2026-04,2906,PCD,7
2026-04,2906,PAP,1
2026-04,2906,VER,1
2026-01,2907,PRE,2
2026-01,2907,BON,2
2026-01,2907,PCC,9
2026-01,2907,PCD,1
2026-01,2907,PAP,1
2026-02,2907,PRE,1
2026-02,2907,BON,1
2026-02,2907,PCC,8
2026-02,2907,PCD,9
2026-02,2907,PAP,2
2026-02,2907,VER,1
2026-03,2907,PRE,1
2026-03,2907,BON,2
2026-03,2907,PCC,1
2026-03,2907,PCD,10
2026-03,2907,PAP,2
2026-03,2907,VER,1
2026-04,2907,BON,2
2026-04,2907,PCC,7
2026-04,2907,PCD,8
2026-04,2907,PAP,2
2026-01,2908,PRE,2
2026-01,2908,PAP,1
2026-01,2908,VER,1
2026-02,2908,PRE,2
2026-02,2908,BON,2
2026-02,2908,PCC,3
2026-02,2908,PCD,3
2026-02,2908,PAP,2
2026-02,2908,VER,2
2026-03,2908,PRE,4
2026-03,2908,BON,1
2026-03,2908,PCC,4
2026-03,2908,PCD,6
2026-03,2908,VER,2
2026-04,2908,PRE,3
2026-04,2908,PCD,5
2026-01,2909,BON,2
2026-01,2909,PCD,10
2026-01,2909,PAP,2
2026-01,2909,VER,2
2026-02,2909,PRE,3
2026-02,2909,PAP,1
2026-03,2909,PRE,2
2026-03,2909,PCD,6
2026-03,2909,PAP,2
2026-03,2909,VER,1
2026-04,2909,PCD,5
2026-04,2909,PAP,2
2026-01,2910,PCD,7
2026-01,2910,PAP,2
2026-01,2910,VER,1
2026-02,2910,BON,1
2026-02,2910,PCD,9
2026-02,2910,VER,2
2026-03,2910,PRE,2
2026-03,2910,PCD,7
2026-03,2910,PAP,1
2026-03,2910,VER,2
2026-04,2910,BON,2
2026-04,2910,PCD,5
2026-04,2910,PAP,2
2026-04,2910,VER,1
2026-01,2911,PRE,2
2026-01,2911,BON,2
2026-01,2911,PCD,7
2026-01,2911,PAP,1
2026-01,2911,VER,2
2026-02,2911,PCD,8
2026-02,2911,PAP,1
2026-02,2911,VER,2
2026-03,2911,PRE,2
2026-03,2911,PCD,7
2026-03,2911,PAP,2
2026-04,2911,PRE,1
2026-04,2911,PCD,6
2026-04,2911,PAP,2
2026-01,2912,PRE,1
2026-01,2912,BON,2
2026-01,2912,PCC,6
2026-01,2912,PCD,4
2026-01,2912,PAP,1
2026-01,2912,VER,2
2026-02,2912,PRE,3
2026-02,2912,BON,2
2026-02,2912,PCC,7
2026-02,2912,PCD,7
2026-02,2912,VER,2
2026-03,2912,PRE,2
2026-03,2912,PCC,2
2026-03,2912,PCD,3
2026-04,2912,PRE,3
2026-04,2912,BON,1
2026-04,2912,PCC,3
2026-04,2912,PCD,3
2026-04,2912,VER,1
2026-01,2913,PRE,1
2026-01,2913,PCD,8
2026-01,2913,PAP,2
2026-01,2913,VER,2
2026-02,2913,PCD,5
2026-02,2913,PAP,1
2026-03,2913,PRE,2
2026-03,2913,BON,2
2026-03,2913,PCD,7
2026-03,2913,VER,2
2026-04,2913,PRE,1
2026-04,2913,BON,1
2026-04,2913,PCD,6
2026-04,2913,PAP,1
2026-01,2914,BON,2
2026-01,2914,PCD,6
2026-01,2914,PAP,2
2026-02,2914,PRE,1
2026-02,2914,PCD,8
2026-02,2914,PAP,2
2026-02,2914,VER,1
2026-03,2914,BON,1
2026-03,2914,PCD,6
2026-03,2914,PAP,2
2026-03,2914,VER,1
2026-04,2914,PRE,1
2026-04,2914,BON,2
2026-04,2914,PCD,9
2026-04,2914,PAP,1
2026-01,2915,BON,1
2026-01,2915,PCD,6
2026-01,2915,PAP,2
2026-01,2915,VER,1
2026-02,2915,PRE,3
2026-02,2915,BON,1
2026-02,2915,PCD,9
2026-02,2915,PAP,1
2026-02,2915,VER,2
2026-03,2915,PRE,2
2026-03,2915,PCD,6
2026-03,2915,PAP,2
2026-04,2915,PRE,3
2026-04,2915,BON,1
2026-04,2915,PCD,6
2026-04,2915,VER,2
2026-01,2916,PRE,1
2026-01,2916,BON,1
2026-01,2916,PCD,3
2026-01,2916,PAP,2
2026-01,2916,VER,1
2026-02,2916,PRE,2
2026-02,2916,PCD,2
2026-02,2916,PAP,1
2026-02,2916,VER,2
2026-03,2916,PRE,2
2026-03,2916,PCD,4
2026-03,2916,PAP,2
2026-04,2916,PRE,2
2026-04,2916,BON,1
2026-04,2916,PCD,8
2026-04,2916,PAP,2
2026-04,2916,VER,1
2026-01,2917,PRE,2
2026-01,2917,BON,1
2026-01,2917,PCD,9
2026-01,2917,PAP,2
2026-01,2917,VER,2
2026-02,2917,PRE,1
2026-02,2917,BON,2
2026-02,2917,PCD,5
2026-02,2917,PAP,2
2026-02,2917,VER,2
2026-03,2917,BON,1
2026-03,2917,PAP,2
2026-04,2917,PRE,1
2026-04,2917,BON,2
2026-04,2917,PCD,4
2026-04,2917,PAP,2
2026-04,2917,VER,1
2026-01,2918,PRE,1
2026-01,2918,BON,2
2026-01,2918,PCC,4
2026-01,2918,PCD,8
2026-01,2918,PAP,1
2026-01,2918,VER,2
2026-02,2918,PRE,1
2026-02,2918,BON,2
2026-02,2918,PCC,3
2026-02,2918,PCD,7
2026-02,2918,PAP,1
2026-02,2918,VER,1
2026-03,2918,PRE,2
2026-03,2918,PCC,8
2026-03,2918,PCD,9
2026-03,2918,PAP,1
2026-03,2918,VER,2
2026-04,2918,PRE,3
2026-04,2918,BON,1
2026-04,2918,PCC,4
2026-04,2918,PCD,7
2026-04,2918,PAP,1
2026-04,2918,VER,1
2026-01,2919,PRE,4
2026-01,2919,BON,2
2026-01,2919,PCC,4
2026-01,2919,PCD,1
2026-01,2919,PAP,1
2026-01,2919,VER,2
2026-02,2919,PRE,3
2026-02,2919,PCC,6
2026-02,2919,VER,2
2026-03,2919,PRE,2
2026-03,2919,BON,2
2026-03,2919,PCC,3
2026-03,2919,PCD,5
2026-03,2919,PAP,1
2026-03,2919,VER,2
2026-04,2919,PRE,4
2026-04,2919,BON,1
2026-04,2919,PCD,5
2026-04,2919,PAP,1
2026-04,2919,VER,2
2026-01,2920,PRE,2
2026-01,2920,PCC,5
2026-01,2920,PCD,5
2026-01,2920,VER,1
2026-02,2920,PRE,2
2026-02,2920,PCC,4
2026-02,2920,PCD,4
2026-02,2920,PAP,1
2026-02,2920,VER,1
2026-03,2920,PRE,2
2026-03,2920,BON,2
2026-03,2920,PCC,3
2026-03,2920,PCD,4
2026-03,2920,PAP,1
2026-03,2920,VER,1
2026-04,2920,PRE,2
2026-04,2920,BON,2
2026-04,2920,PCC,4
2026-04,2920,PCD,6
2026-04,2920,VER,1
2026-01,2921,PRE,1
2026-01,2921,BON,1
2026-01,2921,PCD,8
2026-01,2921,PAP,1
2026-02,2921,PRE,1
2026-02,2921,PCD,7
2026-02,2921,PAP,1
2026-03,2921,PRE,3
2026-03,2921,PCD,7
2026-03,2921,PAP,2
2026-04,2921,PCD,5
2026-04,2921,PAP,1
2026-04,2921,VER,1
2026-01,2922,PRE,3
2026-01,2922,BON,2
2026-01,2922,PCD,2
2026-01,2922,PAP,1
2026-02,2922,PRE,3
2026-02,2922,BON,1
2026-02,2922,PCC,2
2026-02,2922,PCD,3
2026-02,2922,PAP,1
2026-02,2922,VER,1
2026-03,2922,PRE,2
2026-03,2922,PCC,4
2026-03,2922,PCD,7
2026-03,2922,PAP,1
2026-04,2922,PRE,1
2026-04,2922,BON,2
2026-04,2922,PCC,4
2026-04,2922,PCD,7
2026-04,2922,VER,2
2026-01,2923,PRE,2
2026-01,2923,PCC,5
2026-01,2923,PCD,10
2026-01,2923,VER,1
2026-02,2923,PRE,3
2026-02,2923,PCC,4
2026-02,2923,PCD,10
2026-02,2923,PAP,2
2026-03,2923,BON,2
2026-03,2923,PCC,7
2026-03,2923,PCD,4
2026-03,2923,VER,1
2026-04,2923,PRE,2
2026-04,2923,BON,1
2026-04,2923,PCC,5
2026-04,2923,PCD,3
2026-04,2923,PAP,2
2026-04,2923,VER,1
2026-01,2924,PRE,3
2026-01,2924,PCC,4
2026-01,2924,PCD,10
2026-01,2924,PAP,2
2026-01,2924,VER,2
2026-02,2924,BON,1
2026-02,2924,PCC,8
2026-02,2924,PCD,10
2026-02,2924,PAP,2
2026-03,2924,PRE,2
2026-03,2924,PCC,7
2026-03,2924,PCD,7
2026-03,2924,PAP,2
2026-03,2924,VER,2
2026-04,2924,PRE,2
2026-04,2924,PCC,7
2026-04,2924,PCD,4
2026-04,2924,PAP,2
2026-04,2924,VER,1
2026-01,2925,PRE,4
2026-01,2925,BON,2
2026-01,2925,PCD,3
2026-01,2925,VER,1
2026-02,2925,PRE,4
2026-02,2925,BON,2
2026-02,2925,PCD,5
2026-02,2925,PAP,2
2026-02,2925,VER,2
2026-03,2925,PRE,3
2026-03,2925,BON,2
2026-03,2925,PCD,8
2026-03,2925,PAP,1
2026-03,2925,VER,1
2026-04,2925,PRE,2
2026-04,2925,BON,1
2026-04,2925,PCD,3
2026-04,2925,VER,1
2026-01,2926,PRE,4
2026-01,2926,BON,1
2026-01,2926,PCD,8
2026-01,2926,VER,1
2026-02,2926,PRE,4
2026-02,2926,BON,1
2026-02,2926,PCD,4
2026-02,2926,PAP,1
2026-03,2926,PRE,3
2026-03,2926,PCD,5
2026-03,2926,VER,2
2026-04,2926,PRE,2
2026-04,2926,BON,1
2026-04,2926,PCD,8
2026-04,2926,PAP,1
2026-04,2926,VER,1
2026-01,2927,PRE,2
2026-01,2927,PCD,8
2026-01,2927,VER,2
2026-02,2927,PRE,4
2026-02,2927,BON,1
2026-02,2927,PCD,9
2026-02,2927,PAP,2
2026-02,2927,VER,2
2026-03,2927,PRE,2
2026-03,2927,BON,1
2026-03,2927,PCD,7
2026-03,2927,PAP,1
2026-03,2927,VER,1
2026-04,2927,PRE,2
2026-04,2927,BON,2
2026-04,2927,PCD,8
2026-04,2927,PAP,1
2026-04,2927,VER,1
2026-01,2928,PRE,1
2026-01,2928,PCC,10
2026-01,2928,PCD,7
2026-01,2928,PAP,1
2026-01,2928,VER,1
2026-02,2928,PRE,2
2026-02,2928,PCC,10
2026-02,2928,PCD,9
2026-02,2928,PAP,2
2026-02,2928,VER,1
2026-03,2928,PRE,1
2026-03,2928,PCC,9
2026-03,2928,PCD,7
2026-03,2928,PAP,2
2026-03,2928,VER,2
2026-04,2928,PCC,10
2026-04,2928,PCD,5
2026-04,2928,PAP,2
2026-04,2928,VER,2
2026-01,2929,PRE,2
2026-01,2929,PCD,7
2026-01,2929,PAP,2
2026-01,2929,VER,2
2026-02,2929,PCD,7
2026-03,2929,PRE,3
2026-03,2929,BON,1
2026-03,2929,PCD,3
2026-03,2929,PAP,1
2026-04,2929,PRE,3
2026-04,2929,PCD,10
2026-04,2929,PAP,1
2026-04,2929,VER,1
2026-01,2930,PRE,3
2026-01,2930,PCD,5
2026-01,2930,PAP,1
2026-02,2930,PRE,3
2026-02,2930,PCD,6
2026-02,2930,VER,2
2026-03,2930,PRE,4
2026-03,2930,BON,2
2026-03,2930,PCD,6
2026-04,2930,PRE,3
2026-04,2930,PCD,4
2026-01,2931,PRE,3
2026-01,2931,PCC,4
2026-01,2931,PCD,6
2026-01,2931,PAP,2
2026-01,2931,VER,2
2026-02,2931,PRE,3
2026-02,2931,BON,2
2026-02,2931,PCC,2
2026-02,2931,PCD,8
2026-03,2931,PRE,1
2026-03,2931,BON,1
2026-03,2931,PCC,3
2026-03,2931,PCD,7
2026-03,2931,VER,1
2026-04,2931,PRE,3
2026-04,2931,BON,1
2026-04,2931,PCC,4
2026-04,2931,PCD,8
2026-04,2931,PAP,1
2026-01,2932,PRE,2
2026-01,2932,BON,2
2026-01,2932,PCD,3
2026-01,2932,VER,2
2026-02,2932,PRE,2
2026-02,2932,BON,1
2026-02,2932,PCC,4
2026-02,2932,PCD,1
2026-03,2932,PRE,3
2026-03,2932,BON,2
2026-03,2932,PCD,4
2026-03,2932,VER,1
2026-04,2932,PRE,3
2026-04,2932,BON,1
2026-04,2932,PCC,3
2026-04,2932,PCD,3
2026-01,2933,PRE,2
2026-01,2933,BON,1
2026-01,2933,PCD,4
2026-02,2933,PRE,3
2026-02,2933,BON,1
2026-02,2933,PCD,4
2026-02,2933,PAP,1
2026-02,2933,VER,2
2026-03,2933,PRE,2
2026-03,2933,PCD,5
2026-03,2933,PAP,1
2026-03,2933,VER,2
2026-04,2933,PRE,3
2026-04,2933,BON,1
2026-04,2933,PAP,1
2026-04,2933,VER,2
2026-01,2934,PRE,1
2026-01,2934,BON,2
2026-01,2934,PCD,6
2026-01,2934,VER,1
2026-02,2934,PRE,4
2026-02,2934,BON,1
2026-02,2934,PCC,1
2026-02,2934,PCD,10
2026-02,2934,VER,1
2026-03,2934,PRE,3
2026-03,2934,BON,2
2026-03,2934,PCD,8
2026-03,2934,VER,2
2026-04,2934,PRE,3
2026-04,2934,BON,1
2026-04,2934,PCC,5
2026-04,2934,PCD,6
2026-04,2934,PAP,1
2026-04,2934,VER,2
2026-01,2935,PRE,1
2026-01,2935,PCD,7
2026-01,2935,PAP,2
2026-02,2935,PRE,3
2026-02,2935,BON,2
2026-02,2935,PCD,8
2026-02,2935,PAP,1
2026-03,2935,PRE,2
2026-03,2935,BON,2
2026-03,2935,PCD,10
2026-03,2935,VER,1
2026-04,2935,PRE,2
2026-04,2935,BON,1
2026-04,2935,PCD,10
2026-04,2935,PAP,2
2026-01,2936,PRE,1
2026-01,2936,BON,2
2026-01,2936,PCD,7
2026-01,2936,PAP,1
2026-02,2936,PRE,3
2026-02,2936,BON,1
2026-02,2936,PCD,8
2026-02,2936,PAP,1
2026-02,2936,VER,2
2026-03,2936,PRE,3
2026-03,2936,BON,2
2026-03,2936,PCD,10
2026-03,2936,PAP,1
2026-03,2936,VER,2
2026-04,2936,PRE,2
2026-04,2936,BON,1
2026-04,2936,PCD,10
2026-04,2936,PAP,1
2026-01,2937,PRE,2
2026-01,2937,BON,1
2026-01,2937,PCC,4
2026-01,2937,PCD,4
2026-01,2937,PAP,2
2026-01,2937,VER,2
2026-02,2937,PRE,2
2026-02,2937,PCC,5
2026-02,2937,PCD,5
2026-02,2937,PAP,1
2026-02,2937,VER,2
2026-03,2937,PRE,2
2026-03,2937,BON,1
2026-03,2937,PCC,6
2026-03,2937,PCD,7
2026-03,2937,PAP,2
2026-04,2937,PRE,1
2026-04,2937,BON,1
2026-04,2937,PCC,1
2026-04,2937,PCD,4
2026-04,2937,PAP,1
2026-04,2937,VER,2
2026-01,2938,PRE,3
2026-01,2938,BON,1
2026-01,2938,PCD,2
2026-02,2938,PRE,4
2026-02,2938,BON,2
2026-02,2938,PCD,5
2026-02,2938,VER,1
2026-03,2938,PRE,4
2026-03,2938,BON,1
2026-03,2938,PCD,4
2026-04,2938,PRE,4
2026-04,2938,PCD,2
2026-04,2938,PAP,1
2026-04,2938,VER,2
2026-01,2939,PRE,1
2026-01,2939,BON,1
2026-01,2939,PCD,7
2026-01,2939,PAP,1
2026-02,2939,PRE,1
2026-02,2939,BON,2
2026-02,2939,PCD,5
2026-02,2939,PAP,1
2026-03,2939,PRE,1
2026-03,2939,PCD,5
2026-03,2939,PAP,1
2026-04,2939,BON,1
2026-04,2939,PCD,2
2026-04,2939,PAP,1
2026-01,2940,PRE,1
2026-01,2940,PCC,7
2026-01,2940,PCD,10
2026-01,2940,PAP,1
2026-01,2940,VER,1
2026-02,2940,PRE,2
2026-02,2940,PCC,2
2026-02,2940,PCD,3
2026-02,2940,PAP,1
2026-03,2940,PCC,1
2026-03,2940,PCD,2
2026-03,2940,PAP,1
2026-03,2940,VER,2
2026-04,2940,PRE,3
2026-04,2940,PCC,2
2026-04,2940,PCD,7
2026-04,2940,PAP,1
2026-04,2940,VER,2
2026-01,2941,PRE,3
2026-01,2941,BON,2
2026-01,2941,PCC,2
2026-01,2941,PCD,4
2026-01,2941,VER,1
2026-02,2941,PRE,3
2026-02,2941,BON,1
2026-02,2941,PCC,1
2026-02,2941,PCD,5
